Timestamp,MovingAverage
2023-11-24 13:50:25,19081.35
2023-11-24 13:50:26,19081.0
2023-11-24 13:50:27,19083.583333333332
2023-11-24 13:50:28,19084.93333333333
2023-11-24 13:50:29,19085.45
2023-11-24 13:50:30,19080.216666666667
2023-11-24 13:50:31,19075.55
2023-11-24 13:50:32,19069.216666666667
2023-11-24 13:50:33,19065.666666666668
2023-11-24 13:50:34,19061.733333333334
2023-11-24 13:50:35,19062.0
2023-11-24 13:50:36,19063.95
2023-11-24 13:50:37,19064.7
2023-11-24 13:50:38,19064.283333333333
2023-11-24 13:50:39,19061.933333333334
2023-11-24 13:50:40,19060.083333333332
2023-11-24 13:50:41,19057.616666666665
2023-11-24 13:50:42,19057.666666666668
2023-11-24 13:50:43,19058.85
2023-11-24 13:50:44,19058.933333333334
2023-11-24 13:50:45,19059.716666666667
2023-11-24 13:50:46,19061.63333333333
2023-11-24 13:50:47,19065.95
2023-11-24 13:50:49,19067.766666666666
2023-11-24 13:50:49,19068.916666666668
2023-11-24 13:50:50,19069.9
2023-11-24 13:50:51,19070.883333333335
2023-11-24 13:50:52,19070.383333333335
2023-11-24 13:50:53,19069.2
2023-11-24 13:50:54,19069.61666666667
2023-11-24 13:50:55,19071.783333333333
2023-11-24 13:50:56,19075.133333333335
2023-11-24 13:50:57,19078.516666666666
2023-11-24 13:50:58,19080.033333333333
2023-11-24 13:50:59,19083.216666666667
2023-11-24 13:51:00,19085.616666666665
2023-11-24 13:51:01,19089.783333333333
2023-11-24 13:51:02,19091.316666666666
2023-11-24 13:51:03,19092.63333333333
2023-11-24 13:51:04,19093.416666666668
2023-11-24 13:51:05,19093.45
2023-11-24 13:51:06,19093.7
2023-11-24 13:51:07,19094.11666666667
2023-11-24 13:51:08,19095.266666666666
2023-11-24 13:51:09,19096.9
2023-11-24 13:51:10,19100.7
2023-11-24 13:51:11,19103.883333333335
2023-11-24 13:57:41,19143.166666666668
2023-11-24 13:57:42,19138.666666666668
2023-11-24 13:57:43,19136.316666666666
2023-11-24 13:57:44,19133.8
2023-11-24 13:57:45,19134.366666666665
2023-11-24 13:57:46,19136.483333333334
2023-11-24 13:57:47,19140.416666666668
2023-11-24 13:57:48,19144.316666666666
2023-11-24 13:57:49,19144.1
2023-11-24 13:57:50,19142.516666666666
2023-11-24 13:57:51,19141.75
2023-11-24 13:57:52,19143.3
2023-11-24 13:57:53,19143.55
2023-11-24 13:57:54,19143.5
2023-11-24 13:57:55,19145.066666666666
2023-11-24 13:57:56,19146.783333333333
2023-11-24 13:57:57,19148.766666666666
2023-11-24 13:57:58,19149.733333333334
2023-11-24 13:57:59,19152.033333333333
2023-11-24 13:58:00,19154.566666666666
2023-11-24 13:58:01,19154.433333333334
2023-11-24 13:58:02,19154.183333333334
2023-11-24 13:58:03,19151.983333333334
2023-11-24 13:58:04,19150.183333333334
2023-11-24 13:58:05,19145.65
2023-11-24 13:58:06,19142.533333333333
2023-11-24 13:58:07,19139.100000000002
2023-11-24 13:58:08,19137.483333333334
2023-11-24 13:58:09,19134.016666666666
2023-11-24 13:58:10,19132.13333333333
2023-11-24 13:58:11,19128.933333333334
2023-11-24 13:58:12,19128.083333333332
2023-11-24 13:58:13,19128.016666666666
2023-11-24 13:58:14,19132.666666666668
2023-11-24 13:58:15,19137.033333333333
2023-11-24 13:58:16,19141.083333333332
2023-11-24 13:58:17,19143.516666666666
2023-11-24 13:58:18,19145.85
2023-11-24 13:58:19,19146.783333333333
2023-11-24 13:58:20,19146.3
2023-11-24 13:58:21,19145.616666666665
2023-11-24 13:58:22,19146.38333333333
2023-11-24 13:58:23,19145.033333333333
2023-11-24 13:58:24,19144.75
2023-11-24 13:58:25,19145.683333333334
2023-11-24 13:58:26,19149.38333333333
2023-11-24 13:58:27,19154.916666666664
2023-11-24 13:58:28,19158.983333333334
2023-11-24 13:58:29,19163.45
2023-11-24 13:58:30,19163.866666666665
2023-11-24 13:58:31,19164.183333333334
2023-11-24 13:58:32,19163.7
2023-11-24 13:58:33,19164.35
2023-11-24 13:58:34,19167.916666666668
2023-11-24 13:58:35,19169.7
2023-11-24 13:58:36,19170.633333333335
2023-11-24 13:58:37,19167.61666666667
2023-11-24 13:58:38,19167.733333333334
2023-11-24 13:58:39,19166.7
2023-11-24 13:58:40,19168.633333333335
2023-11-24 13:58:41,19168.3
2023-11-24 13:58:42,19171.033333333333
2023-11-24 13:58:43,19172.850000000002
2023-11-24 13:58:44,19173.100000000002
2023-11-24 13:58:45,19171.733333333334
2023-11-24 13:58:46,19166.333333333332
2023-11-24 13:58:47,19162.016666666666
2023-11-24 13:58:48,19159.2
2023-11-24 13:58:49,19158.566666666666
2023-11-24 13:58:50,19159.35
2023-11-24 13:58:51,19159.033333333333
2023-11-24 13:58:52,19159.7
2023-11-24 13:58:53,19160.933333333334
2023-11-24 13:58:54,19161.399999999998
2023-11-24 13:58:55,19161.583333333332
2023-11-24 13:58:57,19163.083333333332
2023-11-24 13:58:57,19165.38333333333
2023-11-24 13:58:58,19167.683333333334
2023-11-24 13:58:59,19170.633333333335
2023-11-24 13:59:00,19174.733333333334
2023-11-24 13:59:01,19177.966666666667
2023-11-24 13:59:02,19178.216666666667
2023-11-24 13:59:03,19174.433333333334
2023-11-24 13:59:04,19172.633333333335
2023-11-24 13:59:05,19173.6
2023-11-24 13:59:06,19177.533333333333
2023-11-24 13:59:07,19178.15
2023-11-24 13:59:08,19177.05
2023-11-24 13:59:09,19175.183333333334
2023-11-24 13:59:10,19175.6
